address,latitude,longitude,sold,price,area,cbd,station,school
"19 Garvey Street,Cloverdale,6105",-31.95395,115.95236,2017/12/1,372000,85,8800,5600,1.778739297
"5 Portsea Gardens,Jandakot,6164",-32.10086,115.85411,2017/12/1,570000,204,16600,2700,1.194693435
"101 Carosa Road,Ashby,6065",-31.73418,115.79951,2017/12/1,520000,206,24900,3300,3.021776234
"6 Camfield Loop,Parmelia,6167",-32.2452,115.82862,2017/12/1,270000,121,32800,1700,1.41911891
"9 Marita Road,Nedlands,6009",-31.98192,115.79605,2017/12/1,1975400,351,6800,1500,1.841144081
"92 Tate Street,West Leederville,6007",-31.93801,115.8291,2017/12/1,1710000,170,3200,650,1.044124822
"6 Bottlenose Link,Beeliar,6164",-32.133394,115.812608,2017/12/1,625000,227,20700,4400,1.529106899
"22 Dillenia Way,Greenwood,6024",-31.82173,115.81201,2017/12/1,500000,130,15200,2800,1.123745302
"525 North Beach Road,Gwelup,6018",-31.86674,115.79102,2017/12/1,765000,195,11500,2500,2.095481247
"2 Settler Place,Greenmount,6056",-31.89485,116.04028,2017/12/1,405000,171,18300,3700,0.904788378
"21 Grassbird loop,Yangebup,6164",-32.11053,115.82189,2017/12/1,460000,137,18000,3800,1.604637225
"4 Hackettiana Avenue,South Lake,6164",-32.10559,115.83077,2017/12/1,470000,167,17300,3400,1.47794593
"68 Daleford Way,Southern River,6110",-32.1030999,115.9501965,2017/12/1,615000,230,18900,6200,1.325816101
"11 Edgar Wilkes Entrance,South Guildford,6055",-31.91204,115.98874,2017/12/1,423000,155,13100,2300,2.104395449
"11/46 Alexandra Road,East Fremantle,6158",-32.0383,115.76777,2017/12/1,630000,147,12900,1800,1.583036631
"2 St Anthony Drive,Stirling,6021",-31.87516,115.80323,2017/12/1,720000,243,10100,2100,0.852255106
"23 Moss Street,East Fremantle,6158",-32.04201,115.76698,2017/12/1,1450000,150,13200,2000,1.253425148
"53 Coogee Road,Ardross,6153",-32.02505928,115.841764,2017/12/1,800000,105,8300,2200,0.791603364
"13 Success Crescent,Salter Point,6152",-32.02258,115.85969,2017/12/1,1430000,285,7800,1500,0.444738101
"59 Markham Way,Swan View,6056",-31.89142,116.04997,2017/12/1,355000,103,19300,4600,0.689502761
"9 Glen Street,West Leederville,6007",-31.93985193,115.8327599,2017/12/1,1245000,103,2800,320,0.673892427
"43 Bugendore Street,Maida Vale,6057",-31.9502,116.02487,2017/12/1,520000,192,15700,6900,3.125391753
"20 Panache Gardens,Joondalup,6027",-31.72832,115.75299,2017/12/1,395000,117,26900,447,1.293463621
"10 Newcomen Road,Stirling,6021",-31.89147,115.81128,2017/12/1,760000,210,8100,681,1.776760944
"24 Darling Range Drive,Bedfordale,6112",-32.15704,116.06465,2017/12/1,615000,243,30000,4900,3.140292768
"30 Hamilton Street,East Fremantle,6158",-32.04254,115.7687,2017/12/1,1720000,176,13200,2100,1.357530905
"9 Highbridge Way,Karrinyup,6018",-31.86172173,115.775981,2017/12/1,600000,230,12800,2700,0.970492714
"17 Carnock Way,Kinross,6028",-31.71634,115.74741,2017/12/1,529000,146,28300,998,2.698790553
"10 Jimbell Street,Mosman Park,6012",-32.01348,115.76584,2017/12/1,1216000,138,11100,1000,0.57925271
"16 Cassia Street,Greenwood,6024",-31.8267,115.79833,2017/12/1,570000,200,15100,2000,0.652412439
"11 Goldfinch Loop,Woodvale,6026",-31.79725,115.79406,2017/12/1,564000,156,18300,1100,0.814690407
"18 Glanville Street,Mosman Park,6012",-32.01181421,115.7598007,2017/12/1,1200000,195,11500,443,0.832914891
"19 Sholl Avenue,North Beach,6020",-31.86606117,115.7546166,2017/12/1,1300000,211,13800,4600,1.63674434
"9 Kirkby Street,North Beach,6020",-31.8679,115.75617,2017/12/1,1090000,135,13500,4600,1.386920364
"17 Tottenham Street,Chidlow,6556",-31.85985,116.26747,2017/12/1,420000,132,40000,25400,4.743314307
"11 Eatts Road,Roleystone,6111",-32.11028,116.08364,2017/12/1,520000,230,27600,6600,6.950772628
"14 Whitewood Street,Greenwood,6024",-31.82702,115.79732,2017/12/1,505000,149,15100,2000,0.561311969
"3 Carey Place,Cooloongup,6168",-32.29963,115.75231,2017/12/1,330000,158,40000,1400,1.141594481
"10 Lodge Court,Cockburn Central,6164",-32.127958,115.846269,2017/12/1,475000,198,19600,1200,0.588019337
"4 Glenelg Close,Warnbro,6169",-32.33441,115.76258,2017/12/1,320000,176,43500,1000,1.232034426
"32 Clovelly Way,Warnbro,6169",-32.33288,115.75802,2017/12/1,362500,191,43400,1200,1.183695795
"815 Boyamyne Road,Parkerville,6081",-31.85488,116.13155,2017/12/1,760000,188,28000,13000,6.702756018
"82/16 Midgegooroo Avenue,Cockburn Central,6164",-32.12681882,115.8547794,2017/12/1,350000,86,19400,419,1.399364673
"22 Joseph Street,West Leederville,6007",-31.93851,115.827,2017/12/1,1250000,217,3400,730,1.148161496
"4 Pridmore Place,Bedfordale,6112",-32.1513,116.06132,2017/12/1,649000,221,29300,4600,3.591577814
"2 Casey Street,Cloverdale,6105",-31.953671,115.947903,2017/12/1,395000,175,8400,5600,1.397424273
"4 Laura Rise,Marangaroo,6064",-31.82542,115.83993,2017/12/1,340000,220,14200,4600,1.244867065
"166 Lesmurdie Road,Lesmurdie,6076",-31.99147856,116.0543843,2017/12/1,750000,228,19000,9300,0.613333254
"16 Showman Glade,Huntingdale,6110",-32.0777,115.96384,2017/12/1,368000,142,17100,3600,1.330874786
"44 Bushwood Follow,Two Rocks,6037",-31.46255299,115.6531802,2017/12/1,780000,400,57900,19700,10.04998231
"208 Canns Road,Bedfordale,6112",-32.141003,116.0538653,2017/12/1,910000,280,27900,4100,4.294263149
"8 Gamble Street,Warnbro,6169",-32.33645,115.74986,2017/12/1,525000,213,44000,2000,0.852507196
"33 Coonawarra Drive,Caversham,6055",-31.86319,115.95894,2017/12/1,340000,111,13700,4100,2.754461692
"12 Simons Drive,Roleystone,6111",-32.11386,116.09318,2017/12/1,855000,432,28500,7500,7.7831411
"8 Hardwood Turn,Merriwa,6030",-31.66006,115.70891,2017/12/1,350000,149,35500,2900,0.123743324
"21 Cuthbert Street,Shenton Park,6008",-31.96384931,115.8114919,2017/12/1,1256000,216,4700,739,0.924118933
"21 Corte Close,Brigadoon,6069",-31.78969,116.02893,2017/12/1,1150000,223,24200,11600,4.14299645
"48 Monterey Drive,Woodvale,6026",-31.77682,115.78718,2017/12/1,444000,119,20700,966,1.686887325
"10 Ethel Street,Guildford,6055",-31.9002933,115.9677292,2017/12/1,1160000,275,11800,232,1.507707426
"6 Cervantes Place,Sorrento,6020",-31.8246,115.74851,2017/12/1,1080000,296,17600,3400,0.35868916
"46 Bruce Road,Maida Vale,6057",-31.96932,116.01497,2017/12/1,1300000,283,14900,8800,0.804871133
"2 Robinson Terrace,Daglish,6008",-31.94762638,115.8170084,2017/12/1,730000,107,4000,615,1.851877702
"15 High Street,Sorrento,6020",-31.83625,115.75144,2017/12/1,1500000,290,16400,3700,1.089508493
"12 Jindare Loop,Carramar,6031",-31.71102978,115.7944289,2017/12/1,560000,209,27500,4400,1.389465297
"46 Brightlands Circuit,Carramar,6031",-31.70702792,115.7895229,2017/12/1,510000,180,28100,4200,1.144900117
"34 Glennon Way,Rossmoyne,6148",-32.0446,115.87197,2017/12/1,1245000,256,10400,1700,0.228733763
"52 Loton Road,Millendon,6056",-31.8095,116.04696,2017/12/1,870000,160,23800,10100,6.053905515
"36 Morgan Street,Shenton Park,6008",-31.95902,115.80714,2017/12/1,1670000,250,4900,152,0.397205591
"48 Oceanic Drive,Floreat,6014",-31.93825479,115.7847744,2017/12/1,1075000,204,7200,3800,1.692632689
"33 Felstead Crescent,Hamersley,6022",-31.85144,115.80217,2017/12/1,563000,154,12400,930,1.893520239
"19A Burroughs Road,Karrinyup,6018",-31.87331,115.77771,2017/12/1,642000,108,11700,3600,1.157066963
"6 Lassia Walk,Stirling,6021",-31.8887,115.81682,2017/12/1,815000,197,8100,1300,1.528722599
"25 Benowa Drive,Glen Forrest,6071",-31.91496,116.10957,2017/12/1,570000,154,24000,10600,1.903790854
"43 Corinda Way,Ridgewood,6030",-31.66366,115.7267,2017/12/1,417500,188,34500,3200,1.533374376
"8 Pittwater Close,Kallaroo,6025",-31.79418,115.73987,2017/12/1,947500,244,20900,4100,0.556899116
"19B Lombardy Street,Woodlands,6018",-31.91079,115.78864,2017/12/1,1020000,167,8100,2400,0.489266407
"24 Discovery Circuit,Iluka,6028",-31.74214,115.72752,2017/12/1,735000,240,26500,2900,1.808444484
"4A Barney Street,Mount Hawthorn,6016",-31.91953584,115.8270915,2017/12/1,627500,133,4700,640,0.604408213
"3 Storrs Place,Winthrop,6150",-32.05136957,115.8310116,2017/12/1,830000,173,11300,2200,1.28411067
"4 Dunfee Place,Hamersley,6022",-31.85400976,115.8032145,2017/12/1,529000,140,12100,1200,2.059416452
"34 Araluen Crescent,Bertram,6167",-32.251153,115.850607,2017/12/1,370000,157,33300,1900,1.143473575
"60A Mills Street,Bentley,6102",-32.00467,115.92987,2017/12/1,290000,72,8900,859,0.988558582
"63 Beach Street,Bicton,6157",-32.02397,115.79014,2017/12/1,2300000,404,10300,3700,0.801342176
"22 Buckingham Road,Kelmscott,6111",-32.12234,116.02712,2017/12/1,545000,260,24700,1400,1.516562519
"2/7 Bronzewing Link,Beeliar,6164",-32.13413955,115.8143399,2017/12/1,390000,106,20700,4200,1.464999982
"1 Dermer Road,Beaconsfield,6162",-32.07189,115.7687,2017/12/1,530000,133,15800,3100,0.447866299
"22 Koojarra Rise,South Lake,6164",-32.1118816,115.8442559,2017/12/1,500000,225,17800,2000,0.351046842
"7 Barham Mews,Currambine,6028",-31.72783,115.73715,2017/12/1,510000,145,27500,1300,2.534321857
"18 Nash Street,Daglish,6008",-31.95500864,115.8054634,2017/12/1,882500,150,5100,499,0.57094264
"29 Crossandra Way,Greenwood,6024",-31.82362,115.80057,2017/12/1,580000,206,15300,1800,0.911996978
"8 Pinner Place,Lynwood,6147",-32.03751,115.92985,2017/12/1,340000,109,11600,2400,0.934702462
"5 Duart Road,Trigg,6029",-31.86764,115.76208,2017/12/1,1150000,170,13100,4100,1.109928718
"18 Harrington Waters Drive,Waikiki,6169",-32.32138508,115.7577699,2017/12/1,385000,180,42200,1100,0.670670196
"4 Rivett Place,Marmion,6020",-31.845,115.76179,2017/12/1,720000,185,15100,3300,1.598598598
"24 Fridayhill Drive,Southern River,6110",-32.10647566,115.9512447,2017/12/1,670000,237,19300,6600,1.562023901
"4 Gifford Mews,Currambine,6028",-31.7395,115.75434,2017/12/1,750000,226,25700,1700,0.706653217
"22 Hamer Avenue,Wembley Downs,6019",-31.91614,115.77033,2017/12/1,1925000,271,9300,5000,1.339261435
"14 Marnie Road,Glen Forrest,6071",-31.90783,116.09454,2017/12/1,550000,145,22800,9000,0.295437917
"5 Cavendish Way,Victoria Park,6100",-31.97513,115.90486,2017/12/1,820000,228,5000,474,0.568337549
"52 Dress Circle,Warnbro,6169",-32.33274,115.76326,2017/12/1,335000,196,43300,818,1.418700397
"14 Durack Way,Padbury,6025",-31.80282,115.76287,2017/12/1,430000,108,18900,1900,1.950849568
"12 Britomart Grove,Stratton,6056",-31.86296,116.03678,2017/12/1,360000,160,19500,4600,2.420295927
"29 Dixon Avenue,Kewdale,6105",-31.97262791,115.9407769,2017/12/1,435000,126,8100,3800,1.129842509
"9 Lamont Street,Midland,6056",-31.87885232,116.0152708,2017/12/1,349000,130,16900,2000,1.026219938
"14 Edith Road,Safety Bay,6169",-32.30706,115.7274,2017/12/1,700000,199,41400,3700,1.342514914
"4 Meelah Road,City Beach,6015",-31.93511,115.76317,2017/12/1,2325000,396,9200,5800,2.639838568
"3 Seaton Place,Girrawheen,6064",-31.84176,115.82782,2017/12/1,328000,100,12600,3000,1.22007712
"20 Ashdale Boulevard,Darch,6065",-31.81154,115.84516,2017/12/1,650000,222,15700,5900,0.346525867
"17 Keeling Way,South Fremantle,6162",-32.07721743,115.7541151,2017/12/1,2202500,371,17100,2900,1.667194801
"60A Postling Street,Kenwick,6107",-32.037699,115.977634,2017/12/1,320000,96,14700,788,0.676817771
"7 Aquamarine Street,Eglinton,6034",-31.59840664,115.6661366,2017/12/1,330000,126,43400,5200,5.538717564
"1/13 Sorrento Street,North Beach,6020",-31.85923,115.7537,2017/12/1,850000,167,14400,4300,2.20430397
"56 Tyers Road,Roleystone,6111",-32.10708937,116.0780424,2017/12/1,475000,116,26900,6100,6.510786486
"63 South Street,Kardinya,6163",-32.06823168,115.8239188,2017/12/1,355000,99,13300,2500,0.785099129
"2 Dampier Avenue,City Beach,6015",-31.92819,115.76967,2017/12/1,2055000,252,8800,6100,1.759547696
"23 Kiernan Place,Kallaroo,6025",-31.79270268,115.7416029,2017/12/1,930000,387,20900,3900,0.654540894
"43 Jillian Street,Riverton,6148",-32.0329,115.89893,2017/12/1,585000,129,9700,4500,1.906365529
"36 Albert Road,Lesmurdie,6076",-32.01074,116.04851,2017/12/1,775000,195,19100,7500,0.355746362
"1B Klein Street,Karrinyup,6018",-31.88180138,115.7798379,2017/12/1,740000,189,10800,2700,1.391849066
"1C Lee Place,Bicton,6157",-32.02535944,115.7815023,2017/12/1,1300000,241,10900,2800,1.544944152
"5 Glasson Way,Darch,6065",-31.80632044,115.8399164,2017/12/1,575000,229,16300,5500,0.608362872
"4 Millewa Road,Southern River,6110",-32.08986323,115.9540719,2017/12/1,470000,196,17800,4800,1.972276088
"46 Marita Road,Nedlands,6009",-31.98537129,115.7967438,2017/12/1,2325000,257,6900,1900,1.863966364
"49 Edwards Entrance,Stratton,6056",-31.86853,116.03987,2017/12/1,299000,121,19500,4500,2.149529134
"56B Preston Point Road,East Fremantle,6158",-32.0351,115.76501,2017/12/1,870000,202,12800,1300,1.718148574
"8/61 Hardey Road,Belmont,6104",-31.94194283,115.9294099,2017/12/1,256000,60,6800,3300,1.943910052
"9 Cleland Court,Aubin Grove,6164",-32.16789388,115.8668745,2017/12/1,800000,244,24000,4800,2.674881612
"204 Yangebup Road,Yangebup,6164",-32.12143,115.81103,2017/12/1,437000,127,19400,4500,1.380347276
"49 Garling Street,Kardinya,6163",-32.05664,115.81034,2017/12/1,615000,213,12500,3900,1.23751224
"49 Gillings Parade,Wattle Grove,6107",-32.00212955,115.9847414,2017/12/1,535000,227,13100,5200,3.342539567
"6 Camballin Loop,Bertram,6167",-32.24021925,115.849905,2017/12/1,340000,154,32100,896,1.877765936
"95 Stoneham Road,Attadale,6156",-32.02233,115.80453,2017/12/1,1950000,286,9300,5000,0.919293499
"19 Salamanca Boulevard,Seville Grove,6112",-32.13866,115.98937,2017/12/1,462500,195,24100,2000,0.367503698
"24 Thorsager Street,Coolbellup,6163",-32.07577,115.79832,2017/12/1,480000,90,14900,5000,0.578418232
"2 Disney Street,Brentwood,6153",-32.04205,115.84522,2017/12/1,620000,137,10100,1000,1.676714447
"30 Clifford Loop,Darch,6065",-31.81699487,115.8490927,2017/12/1,445000,124,15100,6200,0.934201417
"3 Sawley Close,Golden Bay,6174",-32.42394,115.76807,2017/12/1,680000,236,53200,10800,1.022433079
"6 Charm Way,Atwell,6164",-32.14402,115.86133,2017/12/1,537500,190,21400,2100,0.265326067
"9 Ensign Drive,Swan View,6056",-31.89091,116.04364,2017/12/1,485000,173,18700,4000,0.387138628
"36 Abingdon Road,Swan View,6056",-31.8840867,116.0504928,2017/12/1,362250,157,19600,4800,0.693386908
"1 Teetree Court,Beechboro,6063",-31.8662,115.92272,2017/12/1,500000,164,11300,5300,1.712657855
"35 Davenport Approach,Wandi,6167",-32.19016917,115.8602185,2017/12/1,517500,202,26500,5300,5.153478496
"24 Holley Place,Marangaroo,6064",-31.83392,115.8499,2017/12/1,400000,180,13200,5200,0.810835717
"57 Reserve Street,Bicton,6157",-32.02133,115.79118,2017/12/1,1350000,171,10000,3600,0.531972969
"80 Hill View Terrace,St James,6102",-31.99851,115.90445,2017/12/1,535000,114,6700,1800,1.397542616
"29 Edinboro Street,Mount Hawthorn,6016",-31.91996,115.84072,2017/12/1,2050000,255,4000,2100,0.823804556
"15 Kooringa Place,Currambine,6028",-31.7307,115.74448,2017/12/1,550000,180,26900,860,1.77093041
"53a Russell Street,East Cannington,6107",-32.00503531,115.958014,2017/12/1,505000,24,11100,2000,1.668336648
"29 Cincotta Loop,Beeliar,6164",-32.13325,115.7948,2017/12/1,609000,230,21000,6100,3.015098312
"1 Hilltop Place,Edgewater,6027",-31.76698,115.78496,2017/12/1,492500,197,21800,825,0.83888664
"80 Houghton Drive,Carramar,6031",-31.71229291,115.7851501,2017/12/1,510000,225,27600,3600,1.861938439
"23B Birchington Street,Beckenham,6107",-32.01696653,115.9633649,2017/12/1,290000,96,12200,1000,2.047958188
"98 Dunedin Street,Mount Hawthorn,6016",-31.91687069,115.8434969,2017/12/1,1250000,174,4200,1900,1.134726209
"4 Gardon Rise,Gwelup,6018",-31.88211619,115.7986037,2017/12/1,926000,252,9700,1500,1.482697215
"11 Duffield Grove,Carine,6020",-31.84682,115.77383,2017/12/1,695500,149,14200,2100,0.713068238
"98 Aurora Drive,Atwell,6164",-32.15422579,115.8668716,2017/12/1,525000,167,22500,3300,1.170696847
"6 Floribunda Avenue,Sorrento,6020",-31.83188898,115.7628806,2017/12/1,820000,60,16200,2500,1.180903543
"21 Gilmerton Way,Greenwood,6024",-31.83021,115.7918,2017/12/1,572500,139,15000,1700,0.437889682
"24 Salter Point Parade,Salter Point,6152",-32.02507,115.87393,2017/12/1,955000,208,8200,2400,1.15480023
"29 Giles Street,North Beach,6020",-31.86701,115.75486,2017/12/1,1200000,95,13700,4600,1.544000887
"4 Moorhen Drive,Yangebup,6164",-32.1222,115.81491,2017/12/1,262500,122,19400,4100,1.005263007
"62 Wicca Street,Kewdale,6105",-31.96625446,115.9285224,2017/12/1,526400,134,6800,2600,0.990961253
"31 Stanley Street,Nedlands,6009",-31.98229,115.80476,2017/12/1,2220000,390,6100,1700,2.518130092
"18 Garnkirk Road,Greenwood,6024",-31.825,115.78737,2017/12/1,431000,168,15700,925,0.410684507
"17A Chapman Road,St James,6102",-32.00255501,115.9103459,2017/2/1,500000,120,7400,1500,1.463160937
"11 Spiers Place,Middle Swan,6056",-31.87257,116.01858,2017/2/1,410000,175,17500,2700,1.495505819
"26 Fernlea Street,Warwick,6024",-31.84233,115.80195,2017/2/1,645000,194,13400,593,1.336968049
"6 Arbuckle Place,Gwelup,6018",-31.87789,115.7986,2017/2/1,755000,233,10000,1900,1.31539268
"2 MCKENNA GLEN,Mount Claremont,6010",-31.96699,115.78555,2017/2/1,1250000,160,7100,777,0.789705309
"22 Pearse Street,North Fremantle,6159",-32.03559,115.75245,2017/2/1,810000,119,13700,646,1.493744178
"101 Grand Promenade,Bedford,6052",-31.91479169,115.8920056,2017/2/1,659000,134,5200,1500,0.886620932
"44 Lombardy Crescent,Caversham,6055",-31.86185246,115.9601319,2017/2/1,379000,115,13900,4300,2.932742929
"26 Hope Road,Bibra Lake,6163",-32.08602,115.8421,2017/2/1,430000,145,15000,2300,1.833478641
"870 Elizabeth Avenue,Mundaring,6073",-31.91949,116.16928,2017/2/1,576000,160,29500,16200,2.535173356
"122 Highclere Boulevard,Marangaroo,6064",-31.82403,115.84165,2017/2/1,520000,188,14400,5600,1.380133913
"6 Citrine Street,Eglinton,6034",-31.59845545,115.6650487,2017/2/1,405000,184,43400,5300,5.504524669
"3 Bassett Street,Willagee,6156",-32.04843,115.80205,2017/2/1,555000,746,12000,4900,0.398718072
"24 Princeton Circuit,Aubin Grove,6164",-32.16454321,115.8599331,2017/2/1,605000,203,23600,4400,2.323938042
"14 Deyoung Road,Craigie,6025",-31.78972,115.77057,2017/2/1,448000,102,19900,1500,2.26153838
"28 Hogarth Way,Bateman,6150",-32.05793476,115.847051,2017/2/1,515000,88,11800,996,0.404488925
"15 Brady Road,Lesmurdie,6076",-32.01049,116.04285,2017/2/1,815000,251,18600,7100,0.568043979
"113 Delgado Parade,Iluka,6028",-31.73429,115.72981,2017/2/1,780000,238,27200,2200,2.453141144
"14 Atlantic Avenue,Iluka,6028",-31.72997727,115.730421,2017/2/1,710000,276,27600,2000,2.884393434
"11 Athel Road,Woodlands,6018",-31.90399517,115.7910664,2017/2/1,1210000,265,8300,1700,1.153652429
"1/242 French Street,Tuart Hill,6060",-31.89354,115.83735,2017/2/1,432000,101,6800,3100,1.07784423
"56 Dean Road,Jandakot,6164",-32.10347,115.85762,2017/2/1,745000,236,16900,2400,1.265874252
"20 Golf links Drive,Carramar,6031",-31.70785,115.7779,2017/2/1,485000,199,28300,3200,2.042121726
"33 Roche Way,Beeliar,6164",-32.1362,115.82148,2017/2/1,500000,148,20800,3700,1.326979798
"29 Killarney Heights,Kallaroo,6025",-31.79858595,115.7344465,2017/2/1,1390000,450,20800,4500,0.796654964
"11 Watercress Gardens,Dayton,6055",-31.85861771,115.9699624,2017/2/1,458000,163,14800,4500,3.813410725
"35 Rickett Street,Haynes,6112",-32.15790054,115.990476,2017/2/1,409500,189,26000,2200,0.793774072
"5 Amethyst Place,Maida Vale,6057",-31.95318,116.0155,2017/2/1,454000,156,14800,7000,2.538567431
"36 Hardy Road,Ashfield,6054",-31.91739,115.94113,2017/2/1,477500,145,8700,702,0.514031749
"12 Devitt Grove,Parmelia,6167",-32.25564,115.82153,2017/2/1,369000,155,34000,1000,0.643212869
"41 Channel Drive,Heathridge,6027",-31.76072,115.75808,2017/2/1,112500,106,23400,2000,1.177991896
"4 Nurdi Way,Riverton,6148",-32.03823,115.88335,2017/2/1,505000,109,9900,2900,1.502049977
"46 Annetts Road,Carmel,6076",-32.01336,116.07738,2017/2/1,900000,220,21700,9800,1.578374178
"1 Torre Link,Darch,6065",-31.816573,115.851355,2017/2/1,560000,218,15100,6500,1.082445552
"26 Januk Turn,South Guildford,6055",-31.90670445,115.9857764,2017/2/1,565000,184,12900,1300,1.45606889
"19 Hackett Street,Bellevue,6056",-31.898116,116.036392,2017/2/1,160000,185,17800,3400,1.400783313
"6 Kenneally Circuit,Salter Point,6152",-32.01761,115.85983,2017/2/1,1386000,405,7300,945,0.969825404
"41 Prince Regent Drive,Heathridge,6027",-31.75762,115.74765,2017/2/1,412500,134,24100,2300,0.821128949
"22A McKenzie Road,Shoalwater,6169",-32.29678758,115.7098597,2017/2/1,560000,201,40800,4900,2.748605921
"3 Sperry Court,Ferndale,6148",-32.02653,115.92526,2017/2/1,558000,185,10400,2500,1.21292435
"39 Ridgehill Rise,Roleystone,6111",-32.1362,116.09004,2017/2/1,675000,251,29900,7500,6.403031019
"56 Foreshore Drive,Singleton,6175",-32.45054,115.75089,2017/2/1,515000,126,56400,8600,3.207645771
"26 Mckay Drive,Serpentine,6125",-32.35617,116.00451,2017/2/1,750000,155,47000,22500,9.702699993
"110C Raleigh Street,Carlisle,6101",-31.9822043,115.9164848,2017/2/1,510000,120,6400,542,1.437731844
"63 Wattle Mews,Hocking,6065",-31.76371,115.81953,2017/2/1,595000,222,21300,4000,0.770650476
"8 Mary Street,Hazelmere,6055",-31.90439,115.99311,2017/2/1,720000,189,13800,1400,1.564782601
"1 Coronado Ridge,Iluka,6028",-31.74341,115.73399,2017/2/1,1015000,309,26100,3200,1.364734634
"32 Second Avenue,Rossmoyne,6148",-32.03486,115.86965,2017/2/1,1050000,216,9300,2000,1.219665783
"53 Wickling Drive,Beckenham,6107",-32.02002582,115.9608665,2017/2/1,630000,260,12200,653,1.941392453
"26 Marsengo Road,Bateman,6150",-32.05991,115.84583,2017/2/1,822000,230,12100,851,0.425492893
"16 Strabane Green,Ridgewood,6030",-31.65646114,115.7181639,2017/2/1,383500,147,35500,2900,0.867189256
"42 Broome Street,Highgate,6003",-31.9404,115.87226,2017/2/1,968000,191,1800,623,1.069814059
"60 Tottenham Street,Chidlow,6556",-31.86049,116.27196,2017/2/1,360000,131,40300,25900,5.124165406
"217 Bennett Springs Drive,Bennett Springs,6063",-31.85745481,115.943819,2017/2/1,430000,139,13300,5100,2.371626719
"47 Monash Circle,Marangaroo,6064",-31.82208,115.85016,2017/2/1,480000,173,14500,6400,1.422547073
"37 Glenbank Crescent,Kallaroo,6025",-31.78357,115.75476,2017/2/1,540000,97,21200,2600,1.668668204
"32 Strickland Road,Ardross,6153",-32.02861011,115.8428271,2017/2/1,1100000,205,8600,2300,0.734552896
"20 Orsino Boulevard,North Coogee,6163",-32.10622511,115.7641677,2017/2/1,1250000,388,19300,6300,2.904556131
"2 Harrow Place,Parkwood,6147",-32.04565,115.92227,2017/2/1,602500,168,12000,2800,0.712955193
"3 Kurrajong Way,Camillo,6111",-32.10931593,115.9998138,2017/2/1,258000,120,22000,1400,0.911948853
"13 Corrour Bend,Bertram,6167",-32.23854203,115.8435576,2017/2/1,360000,140,31900,391,1.813539316
"1 Jade Grove,Edgewater,6027",-31.76818,115.78316,2017/2/1,480000,185,21700,610,0.740029245
"14 Standing Road,Lesmurdie,6076",-31.99058,116.04207,2017/2/1,780000,255,17800,8600,1.158519154
"54 Jane Brook Drive,Jane Brook,6056",-31.86047,116.05079,2017/2/1,565000,202,20800,5800,3.065553013
"22 Duffield Avenue,Beaconsfield,6162",-32.07228,115.76822,2017/2/1,626500,146,15900,3100,0.486600477
"24 Market Street,Kensington,6151",-31.98317,115.8791,2017/2/1,925000,174,4000,3000,1.292607491
"41 Castella Drive,Caversham,6055",-31.8711473,115.9706448,2017/2/1,565000,210,13900,3100,2.61883483
"12/192 Fairway Circle,Connolly,6027",-31.75376,115.75146,2017/2/1,330000,85,24300,1800,1.118467292
"40 Melrose Street,Leederville,6007",-31.93413004,115.8384162,2017/2/1,631000,120,2800,574,0.904583374
"21 Montebello Avenue,Heathridge,6027",-31.76909,115.75281,2017/2/1,640000,203,22700,2500,0.990750081
"42 Lynn Street,Trigg,6029",-31.86877,115.75646,2017/2/1,1155000,230,13400,4600,1.298554337
"12 Hamlet Court,Bibra Lake,6163",-32.10058,115.83466,2017/2/1,437500,100,16700,3500,1.418786029
"42 Vanderlin Crescent,Ridgewood,6030",-31.66758024,115.7285757,2017/2/1,425000,158,34000,2700,1.111189094
"28 Constantine Way,Marangaroo,6064",-31.82621,115.84461,2017/2/1,435000,110,14100,5000,1.172362424
"10 Lee Avenue,Hilton,6163",-32.06434105,115.7829646,2017/2/1,320000,84,14400,3800,1.351134636
"76 Bottlebrush Drive,Kiara,6054",-31.88258,115.93402,2017/2/1,420000,129,10500,3400,0.579705001
"6 Klem Avenue,Redcliffe,6104",-31.95111,115.95056,2017/2/1,450000,156,8700,5300,1.750752705
"3 Lauderdale Ramble,Carramar,6031",-31.70434261,115.7958453,2017/2/1,480000,196,28200,4900,0.634442695
"16 Jedburgh Loop,Sinagra,6065",-31.74004202,115.7982542,2017/2/1,330000,130,24300,3000,2.546388092
"23 Sovereign Drive,Two Rocks,6037",-31.49352,115.58638,2017/2/1,770000,282,57200,19100,8.504725289
"8A Rankin Way,Booragoon,6154",-32.03716,115.84016,2017/2/1,570000,102,9600,1700,0.989031702
"5A Howick Street,Burswood,6100",-31.96708396,115.8971848,2017/2/1,748000,168,4000,686,0.678422164
"27 Weld Road,Swan View,6056",-31.89087,116.04207,2017/2/1,501000,224,18600,3900,0.433497308
"30 Rubida Rise,Roleystone,6111",-32.10119,116.08052,2017/2/1,695000,281,26700,6500,6.85991745
"49 Milgun Drive,Yangebup,6164",-32.12593,115.81822,2017/2/1,460000,171,19700,3800,0.669108583
"8A Welby Place,Myaree,6154",-32.03836,115.81928,2017/2/1,743000,157,10300,3400,1.574712185
"119 Tower Street,West Leederville,6007",-31.93957793,115.8385869,2017/2/1,685000,99,2400,169,0.644521222
"12 Lagonda Place,Marangaroo,6064",-31.83335,115.84594,2017/2/1,435000,104,13300,4900,0.51948439
